question_id,subject,class,subtopic,topic,difficulty_level,question_text,option_A,option_B,option_C,option_D,correct_option,answer_text,difficulty_label
11038,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"16 2_____19-2_____ 
184 MATHEMATICS When ∠ A is very close to _____°, BC gets very close to _____ and so the value of sin A = BC AC is very close to _____",-1,0,5,1,B,0,Medium
11039,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Also, when ∠ A is very close to _____°, AC is nearly the same as AB and so the value of cos A = AB AC is very close to 1",0,-1,1,5,A,0,Medium
11040,Mathematics,Class 10,General Maths,General Maths - Class 10,2,We define : sin 0° = 0 and cos 0° = _____,2,0,6,1,D,1,Medium
11041,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Using these, we have : tan _____° = sin _____° cos _____° = _____, cot _____° = 1 , tan _____° which is not defined",1,0,5,-1,B,0,Medium
11042,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") sec 0° = _____ cos 0° = _____ and cosec 0° = _____ , sin 0° which is again not defined",6,1,0,2,B,1,Medium
11043,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") Now, let us see what happens to the trigonometric ratios of ∠ A, when it is made larger and larger in ∆ ABC till it becomes _____°",90,91,95,89,A,90,Medium
11044,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Finally when ∠ A is very close to _____°, ∠ C becomes very close to 0° and the side AC almost coincides with side BC (see Fig",91,95,90,89,C,90,Medium
11045,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"18 When ∠ C is very close to 0°, ∠ A is very close to _____°, side AC is nearly the same as side BC, and so sin A is very close to 1",91,89,90,95,C,90,Medium
11046,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Also when ∠ A is very close to _____°, ∠ C is very close to 0°, and the side AB is nearly zero, so cos A is very close to 0",91,90,89,95,B,90,Medium
11047,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"So, we define : sin 90° = _____ and cos 90° = 0",6,1,0,2,B,1,Medium
11048,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now, why don’t you find the other trigonometric ratios of _____°",90,91,95,89,A,90,Medium
11049,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"We shall now give the values of all the trigonometric ratios of 0°, 30°, 45°, _____° and 90° in Table 8",61,65,60,59,C,60,Medium
11050,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"2019-20 
INTRODUCTION TO TRIGONOMETRY _____ Table 8",186,184,185,190,C,185,Medium
11051,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"1 ∠ A 0° 30° 45° 60° 90° sin A 0 1 _____ 1 _____ 3 _____ 1 cos A 1 3 _____ 1 _____ 1 _____ 0 tan A 0 1 3 1 3 Not defined cosec A Not defined _____ _____ _____ 3 1 sec A 1 _____ 3 _____ _____ Not defined cot A Not defined 3 1 1 3 0 Remark : From the table above you can observe that as ∠ A increases from 0° to 90°, sin A increases from 0 to 1 and cos A decreases from 1 to 0",3,2,7,1,B,2,Medium
11052,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example _____ : In ∆ ABC, right-angled at B, AB = 5 cm and ∠ ACB = 30° (see Fig",6,11,7,5,A,6,Medium
11053,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", _____ BC = tan 30° = 1 3 which gives BC = _____ 3 cm Fig",4,6,5,10,C,5,Medium
11054,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"19 2019-20 
186 MATHEMATICS To find the length of the side AC, we consider sin _____° = AB AC (Why",31,29,35,30,D,30,Medium
11055,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", 1 2 = _____ AC i",10,4,5,6,C,5,Medium
11056,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", AC = 2 2 2 2 AB BC _____ (_____ 3) cm = 10cm",10,4,5,6,C,5,Medium
11057,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"+ = + Example _____ : In ∆ PQR, right-angled at Q (see Fig",12,7,8,6,B,7,Medium
11058,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"20), PQ = 3 cm and PR = _____ cm",7,11,6,5,C,6,Medium
11059,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Solution : Given PQ = 3 cm and PR = _____ cm,7,6,11,5,B,6,Medium
11060,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Therefore, PQ PR = sin R or sin R = _____ 1 6 2 = So, ∠ PRQ = _____0° and therefore, ∠ QPR = 60°",4,3,2,8,B,3,Medium
11061,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example _____ : If sin (A – B) = 1 , 2 cos (A + B) = 1 , 2 0° < A + B ≤ 90°, A > B, find A and B",7,8,13,9,B,8,Medium
11062,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : Since, sin (A – B) = 1 _____ , therefore, A – B = 30° (Why",1,3,2,7,C,2,Medium
11063,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") (1) Also, since cos (A + B) = 1 _____ , therefore, A + B = 60° (Why",1,7,2,3,C,2,Medium
11064,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") (2) Solving (1) and (2), we get : A = 45° and B = _____°",20,14,15,16,C,15,Medium
11065,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"20 2019-20 
INTRODUCTION TO TRIGONOMETRY 1_____7 EXERCISE _____",7,8,9,13,B,8,Medium
11066,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Evaluate the following : (i) sin 60° cos _____° + sin _____° cos 60° (ii) 2 tan2 45° + cos2 _____° – sin2 60° (iii) cos 45° sec _____° + cosec _____° (iv) sin _____° + tan 45° – cosec 60° sec _____° + cos 60° + cot 45° (v) 2 2 2 2 2 5 cos 60 4 sec _____ tan 45 sin _____ cos _____ ° + ° − ° ° + ° 2,35,30,31,29,B,30,Medium
11067,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Choose the correct option and justify your choice : (i) 2 2 tan 30 1 tan 30 ° = + ° (A) sin _____° (B) cos _____° (C) tan _____° (D) sin 30° (ii) 2 2 1 tan 45 1 tan 45 − ° = + ° (A) tan 90° (B) 1 (C) sin 45° (D) 0 (iii) sin 2A = 2 sin A is true when A = (A) 0° (B) 30° (C) 45° (D) _____° (iv) 2 2 tan 30 1 tan 30 ° = − ° (A) cos _____° (B) sin _____° (C) tan _____° (D) sin 30° 3,61,60,65,59,B,60,Medium
11068,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If tan (A + B) = 3 and tan (A – B) = 1 3 ; 0° < A + B ≤ _____°; A > B, find A and B",91,90,89,95,B,90,Medium
11069,Mathematics,Class 10,General Maths,General Maths - Class 10,2,4 Trigonometric Ratios of Complementary Angles Recall that two angles are said to be complementary if their sum equals _____°,91,95,90,89,C,90,Medium
11070,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"21 2019-20 
_____ MATHEMATICS Since ∠ A + ∠ C = 90°, they form such a pair",189,188,193,187,B,188,Medium
11071,Mathematics,Class 10,General Maths,General Maths - Class 10,2,We have: sin A = BC AC cos A = AB AC tan A = BC AB cosec A = AC BC sec A = AC AB cot A = AB BC (_____) Now let us write the trigonometric ratios for ∠ C = 90° – ∠ A,0,2,1,6,C,1,Medium
11072,Mathematics,Class 10,General Maths,General Maths - Class 10,2,What would be the side opposite and the side adjacent to the angle _____° – A,95,90,89,91,B,90,Medium
11073,Mathematics,Class 10,General Maths,General Maths - Class 10,2,You will find that AB is the side opposite and BC is the side adjacent to the angle _____° – A,95,91,90,89,C,90,Medium
11074,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Therefore, sin (_____° – A) = AB AC , cos (_____° – A) = BC AC , tan (_____° – A) = AB BC cosec (_____° – A) = AC AB , sec (_____° – A) = AC BC , cot (_____° – A) = BC AB (2) Now, compare the ratios in (1) and (2)",90,89,91,95,A,90,Medium
11075,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Observe that : sin (_____° – A) = AB AC = cos A and cos (_____° – A) = BC AC = sin A Also, tan (_____° – A) = AB cot A BC = , cot (_____° – A) = BC tan A AB = sec (_____° – A) = AC cosec A BC = , cosec (_____° – A) = AC sec A AB = So, sin (_____° – A) = cos A, cos (_____° – A) = sin A, tan (_____° – A) = cot A, cot (_____° – A) = tan A, sec (_____° – A) = cosec A, cosec (_____° – A) = sec A, for all values of angle A lying between 0° and _____°",89,90,95,91,B,90,Medium
11076,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Check whether this holds for A = 0° or A = _____°,95,89,91,90,D,90,Medium
11077,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Note : tan _____° = _____ = cot 9_____°, sec _____° = 1 = cosec 9_____° and sec 9_____°, cosec _____°, tan 9_____° and cot _____° are not defined",5,1,0,-1,C,0,Medium
11078,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"        201_____-20 
INTRODUCTION TO TRIGONOMETRY 18_____ Example _____ : Evaluate tan 65° cot 25°",9,14,10,8,A,9,Medium
11079,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : We know : cot A = tan (90° – A) So, cot _____° = tan (90° – _____°) = tan 65° i",30,25,26,24,B,25,Medium
11080,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", tan 65° cot _____° = tan 65° 1 tan 65° = Example 10 : If sin 3A = cos (A – 26°), where 3A is an acute angle, find the value of A",26,24,25,30,C,25,Medium
11081,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Solution : We are given that sin 3A = cos (A – _____°),26,31,25,27,A,26,Medium
11082,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"(1) Since sin _____A = cos (90° – _____A), we can write (1) as cos (90° – _____A) = cos (A – 26°) Since 90° – _____A and A – 26° are both acute angles, therefore, 90° – _____A = A – 26° which gives A = 29° Example 11 : Express cot 85° + cos 75° in terms of trigonometric ratios of angles between 0° and 45°",2,8,4,3,D,3,Medium
11083,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Solution : cot 85° + cos 75° = cot (_____° – 5°) + cos (_____° – 15°) = tan 5° + sin 15° EXERCISE 8,90,89,95,91,A,90,Medium
11084,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Evaluate : (i) sin 18 cos 72 ° ° (ii) tan 26 cot 64 ° ° (iii) cos 48° – sin 42° (iv) cosec _____° – sec 59° 2,31,36,32,30,A,31,Medium
11085,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Show that : (i) tan 48° tan 23° tan 42° tan 67° = 1 (ii) cos 38° cos 52° – sin 38° sin 52° = _____ 3,-1,5,1,0,D,0,Medium
11086,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If tan _____A = cot (A – 18°), where _____A is an acute angle, find the value of A",1,3,2,7,C,2,Medium
11087,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If sec 4A = cosec (A – _____°), where 4A is an acute angle, find the value of A",20,25,21,19,A,20,Medium
11088,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If A, B and C are interior angles of a triangle ABC, then show that B + C sin _____       = A cos _____ ⋅ 7",3,7,1,2,D,2,Medium
11089,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Express sin 67° + cos 75° in terms of trigonometric ratios of angles between 0° and _____°,44,50,45,46,C,45,Medium
11090,Mathematics,Class 10,General Maths,General Maths - Class 10,2,_____ Trigonometric Identities You may recall that an equation is called an identity when it is true for all values of the variables involved,4,5,6,10,B,5,Medium
11091,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"__________), we have: AB_____ + BC_____ = AC_____ (1) Dividing each term of (1) by AC_____, we get _____ _____ _____ _____ AB BC AC AC + = _____ _____ AC AC i",3,2,7,1,B,2,Medium
11092,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", (cos A)_____ + (sin A)_____ = 1 i",3,2,1,7,B,2,Medium
11093,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", cos2 A + sin2 A = 1 (2) This is true for all A such that 0° ≤ A ≤ _____°",91,90,95,89,B,90,Medium
11094,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Let us now divide (_____) by AB2,2,6,0,1,D,1,Medium
11095,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", _____ + tan2 A = sec2 A (3) Fig",2,0,6,1,D,1,Medium
11096,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"22 _____19-_____ 
INTRODUCTION TO TRIGONOMETRY 191 Is this equation true for A = 0°",20,21,25,19,A,20,Medium
11097,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"So, (3) is true for all A such that _____° ≤ A < 9_____°",1,5,0,-1,C,0,Medium
11098,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Let us see what we get on dividing (_____) by BC2,0,2,6,1,D,1,Medium
11099,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", cot2 A + 1 = cosec2 A (4) Note that cosec A and cot A are not defined for A = _____°",-1,5,0,1,C,0,Medium
11100,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Therefore (4) is true for all A such that _____° < A ≤ 9_____°,5,1,0,-1,C,0,Medium
11101,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Suppose we know that tan A = _____ 3 ⋅ Then, cot A = 3",1,2,0,6,A,1,Medium
11102,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Since, sec_____ A = 1 + tan_____ A = 1 4, 1 3 3 + = sec A = _____ 3 , and cos A = 3 _____ ⋅ Again, sin A = _____ 3 1 1 cos A 1 4 _____ − = − =",1,2,7,3,B,2,Medium
11103,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example _____ : Express the ratios cos A, tan A and sec A in terms of sin A",13,12,11,17,B,12,Medium
11104,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : Since cos_____ A + sin_____ A = 1, therefore, cos_____ A = 1 – sin_____ A, i",7,2,1,3,B,2,Medium
11105,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", cos A = _____ 1 sin A ± − This gives cos A = _____ 1 sin A − (Why",2,7,1,3,A,2,Medium
11106,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") Hence, tan A = sin A cos A = _____ _____ sin A 1 1 and sec A = cos A 1 – sin A 1 sin A = − _____019-_____0 
19_____ MATHEMATICS Example 13 : Prove that sec A (1 – sin A)(sec A + tan A) = 1",7,1,3,2,D,2,Medium
11107,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : LHS = sec A (_____ – sin A)(sec A + tan A) = _____ _____ sin A (_____ sin A) cos A cos A cos A     − +         = 2 2 2 (_____ sin A)(_____ + sin A) _____ sin A cos A cos A − − = = 2 2 cos A _____ cos A = = RHS Example _____4 : Prove that cot A – cos A cosec A – _____ cot A + cos A cosec A + _____ = Solution : LHS = cos A cos A cot A – cos A sin A cos A cot A + cos A cos A sin A − = + = _____ _____ cos A _____ _____ sin A sin A cosec A – _____ cosec A + _____ _____ _____ cos A _____ _____ sin A sin A     − −         = =     + +         = RHS Example _____5 : Prove that sin cos _____ _____ , sin cos _____ sec tan θ − θ + = θ + θ − θ − θ using the identity sec2 θ = _____ + tan2 θ",1,2,6,0,A,1,Medium
11108,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"LHS = sin – cos + 1 tan 1 sec sin + cos – 1 tan 1 sec θ θ θ − + θ = θ θ θ + − θ = (tan sec ) 1 {(tan sec ) 1} (tan sec ) (tan sec ) 1 {(tan sec ) 1} (tan sec ) θ + θ − θ + θ − θ − θ = θ − θ + θ − θ + θ− θ 2019-20 
INTRODUCTION TO TRIGONOMETRY _____ = 2 2 (tan sec ) (tan sec ) {tan sec 1} (tan sec ) θ − θ − θ − θ θ − θ + θ − θ = – 1 tan sec (tan sec 1) (tan sec ) − θ + θ θ − θ + θ − θ = –1 1 , tan sec sec tan = θ − θ θ − θ which is the RHS of the identity, we are required to prove",194,193,192,198,B,193,Medium
11109,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Evaluate : (i) 2 2 2 2 sin 63 sin 27 cos 17 cos 73 °+ ° ° + ° (ii) sin 25° cos _____° + cos 25° sin _____° 4,64,66,70,65,D,65,Medium
11110,Mathematics,Class 10,General Maths,General Maths - Class 10,2,(i) 9 sec2 A – 9 tan2 A = (A) 1 (B) 9 (C) 8 (D) _____ (ii) (1 + tan θ + sec θ) (1 + cot θ – cosec θ) = (A) _____ (B) 1 (C) 2 (D) –1 (iii) (sec A + tan A) (1 – sin A) = (A) sec A (B) sin A (C) cosec A (D) cos A (iv) 2 2 1 tan A 1 + cot A + = (A) sec2 A (B) –1 (C) cot2 A (D) tan2 A 5,1,0,-1,5,B,0,Medium
11111,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"(i) (cosec θ – cot θ)_____ = 1 cos 1 cos − θ + θ (ii) cos A 1 sin A _____ sec A 1 + sin A cos A + + = _____019-_____0 
194 MATHEMATICS (iii) tan cot 1 sec cosec 1 cot 1 tan θ θ + = + θ θ − θ − θ [Hint : Write the expression in terms of sin θ and cos θ] (iv) _____ 1 sec A sin A sec A 1 – cos A + = [Hint : Simplify LHS and RHS separately] (v) cos A – sin A + 1 cosec A + cot A, cos A + sin A – 1 = using the identity cosec_____ A = 1 + cot_____ A",7,3,2,1,C,2,Medium
